"subject" "label" "activity" "measurement" "average"
11 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.152019015929825
11 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-X" -0.980836884561403
11 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.982442644035088
11 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.959897432807018
11 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.952523752105263
11 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.954713182807018
11 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-X" -0.134832031403509
11 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Y" 0.943017941403509
11 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Z" 0.112620189964912
11 6 "LAYING" "TimeDomain.GravityAcceleration-std()-X" -0.97956560245614
11 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Y" -0.990765579649123
11 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Z" -0.984192606315789
11 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.980621180175439
11 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.972891829473684
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.05435763951
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.071302455092
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.4223253002
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-X" -0.160707260634
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.20851528006
12 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.4521466944
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.08161979534
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.1413740705982
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.4913861728
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.03105929456
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.094056408433
12 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.5314863218
12 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.153116002784
12 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.4088962994
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.4019759318
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.4678863378
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.31728248436
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.5931428818
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.4437983296
12 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.4222565212
12 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.029912425338
12 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.013953908696
12 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.5611764414
12 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.5649340126
12 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.442503784
12 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.4948022154
12 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-X" 0.2771286656
12 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Y" -0.015560927606
12 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Z" -0.10316110632
12 1 "WALKING" "TimeDomain.BodyAcceleration-std()-X" -0.128898533096
12 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Y" -0.122783290008
12 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Z" -0.4106060626
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.045764401482
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0197766948336
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Z" 0.005025870328
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.01350661106
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.089404968585
12 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.512276838
12 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.144064922688
12 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.02028505044
12 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.102204550448
12 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.23697286882
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.06223893174
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.049852604592
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0467338151926
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.3908072382
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.581290691
12 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.4806421996
12 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.5174937754
12 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.5488904506
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.1045136708758
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.03442910782
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0999739123004
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-X" -0.5462634706
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.4494013978
12 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.35017028664
12 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.35593036512
12 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.4132083408
12 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-X" 0.9668735148
12 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Y" -0.1559834498
12 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Z" -0.03608428788
12 1 "WALKING" "TimeDomain.GravityAcceleration-std()-X" -0.97911312
12 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Y" -0.9646191738
12 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Z" -0.9502762272
12 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.102204550448
12 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.23697286882
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-X" -0.321447925192308
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.168341519859615
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.560841212692308
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-X" -0.278929748076923
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Y" -0.130175559028846
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Z" -0.418599992115385
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.385843754230769
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.333077590961538
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.687929868653846
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.39060122
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.335926381307692
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.750114855961538
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.290005418653846
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.395285130961538
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.426360331538462
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.604711316153846
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.406080936346154
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.5604629635
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.483918390576923
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.396095719423077
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.3208844625
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.346565141730769
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.714332592115385
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.733130764423077
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.594032515192308
12 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.564435086711538
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-X" 0.272970338653846
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Y" -0.0263574903403846
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Z" -0.107339730115385
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-X" -0.290149192307692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Y" -0.103818259823077
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Z" -0.436697425576923
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0728660813846154
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Y" -0.00689494886730769
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Z" 0.00906662793461539
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-X" -0.359856972115385
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.311328991057692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.719336352692308
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.432469300961538
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.329827968269231
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.229183927115385
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-std()" -0.285844036153846
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.0455638872076923
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0335406569057692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0653167291865385
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-X" -0.549999188461539
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.761195612692308
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.606412096538462
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.674972132307692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.713406712307692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-X" -0.0931234101769231
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0411314519307692
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0898022757730769
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-X" -0.526659296134615
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Y" -0.522949798269231
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Z" -0.349614606153846
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.316561585961538
12 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.525686949063462
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-X" 0.938371473269231
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-Y" -0.259144202692308
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-Z" -0.0702503820961538
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-X" -0.960246289807692
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-Y" -0.941378352307692
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-Z" -0.938071183269231
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.229183927115385
12 2 "WALKING UPSTAIRS" "TimeDomain.GravityAccelerationMagnitude-std()" -0.285844036153846
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-X" 0.0235049348717391
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Y" 0.150510001156522
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.402121221521739
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-X" 0.0483347068913043
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Y" 0.016749510173913
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Z" -0.48739012673913
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.00701472271717392
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" 0.00639406888695652
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.451614324565217
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.072311431676087
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Y" 0.0515123126413043
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.544461425869565
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-mean()" 0.148017269434783
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.105124972078261
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.178856167345652
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.420631474130435
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.212767364326087
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.4223632375
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.518923134565217
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.448512990434783
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" 0.0769968373
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" 0.0420631251108696
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.458227490826087
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.486780424347826
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.344938419969565
12 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.423553971956522
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-X" 0.281521097391304
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-Y" -0.018084266865793
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-Z" -0.10955593226087
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-X" 0.0424084916086956
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-Y" 0.11083534373913
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-Z" -0.425017413478261
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0621500251717391
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Y" -0.0119289154608696
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Z" 0.00485262425869565
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-X" 0.00631914373913043
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Y" 0.0629216671304348
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.498655793478261
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.107091019565217
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-std()" 0.0655781271934783
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationMagnitude-mean()" 0.0183139429630435
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationMagnitude-std()" 0.0972608274652174
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.0264668968652174
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0609177195869565
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0653239980021739
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-X" -0.278608163891304
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.517479109130435
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.365232197456522
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.442831079130435
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.452449935
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-X" -0.112531564434783
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0427336692521739
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0895434978391304
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-X" -0.362143061643478
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Y" -0.47628774326087
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Z" -0.337806681456522
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.213351510686957
12 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.32045862629
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-X" 0.949861980652174
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-Y" -0.178702175434783
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-Z" -0.0561050624630435
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-X" -0.959504017391304
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-Y" -0.94329842826087
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-Z" -0.935399348043478
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAccelerationMagnitude-mean()" 0.0183139429630435
12 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAccelerationMagnitude-std()" 0.0972608274652174
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.97966614372549
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.942768016862745
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.954626628823529
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-X" -0.98399947745098
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.926033975686275
12 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.935916958235294
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.977109887058824
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.964236191372549
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.975551564117647
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.977980349019608
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.966538919607843
12 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.981408871764706
12 4 "SITTING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.955944253137255
12 4 "SITTING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.950647188823529
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.968528985294118
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.963725248823529
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.955718183921569
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.976339901372549
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.959040695686274
12 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.954769877647059
12 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.971715268627451
12 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.972951443333333
12 4 "SITTING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.97848445372549
12 4 "SITTING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.979256387058824
12 4 "SITTING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.958511866666667
12 4 "SITTING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.948460978823529
12 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-X" 0.275007224901961
12 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-Y" -0.0157892988523529
12 4 "SITTING" "TimeDomain.BodyAcceleration-mean()-Z" -0.106307228960784
12 4 "SITTING" "TimeDomain.BodyAcceleration-std()-X" -0.982568781960784
12 4 "SITTING" "TimeDomain.BodyAcceleration-std()-Y" -0.92858124
12 4 "SITTING" "TimeDomain.BodyAcceleration-std()-Z" -0.939661889019608
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.0771277656078431
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.0105990504054902
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.0020457599227451
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.976494200784314
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.964047461568627
12 4 "SITTING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.97911346627451
12 4 "SITTING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.974734489803922
12 4 "SITTING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.972745892745098
12 4 "SITTING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.952176621372549
12 4 "SITTING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.947517100196078
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.0941023489803922
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.0387477474705882
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.0515634091411765
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.977329927254902
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.979347830784314
12 4 "SITTING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.977138953921569
12 4 "SITTING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.980392337647059
12 4 "SITTING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.978260535882353
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.0424159182941176
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.0751980398235294
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0728462158235294
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-X" -0.974425351960784
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.960497127647059
12 4 "SITTING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.951552533137255
12 4 "SITTING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.941907240784314
12 4 "SITTING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.946769241568627
12 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-X" 0.926228975490196
12 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-Y" 0.0830509010823529
12 4 "SITTING" "TimeDomain.GravityAcceleration-mean()-Z" 0.0885640696078431
12 4 "SITTING" "TimeDomain.GravityAcceleration-std()-X" -0.985203642352941
12 4 "SITTING" "TimeDomain.GravityAcceleration-std()-Y" -0.963641979215686
12 4 "SITTING" "TimeDomain.GravityAcceleration-std()-Z" -0.956208629607843
12 4 "SITTING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.952176621372549
12 4 "SITTING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.947517100196078
12 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.976469472295082
12 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.932775677704918
12 5 "STANDING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.947178200163934
12 5 "STANDING" "FrequencyDomain.BodyAcceleration-std()-X" -0.983647207377049
